Comment,Actual_Sentiment,Predicted_Sentiment_Lexicon
This trailer sucks,negative,negative
"I am leaving this comment here so after a month or a year when someone likes it, i get reminded of this masterpiece ÃÃ¹?",positive,positive
"Boring, same old same old, enough is enough now please STOP",negative,negative
"Why do I feel this spiderman is sort of annoying creature, stubborn sort of childish unmature unwise talkative? Or may be I just adore Doctor Strange too way much.",negative,negative
This was such a good movie,positive,positive
"I watched this again today in theatres, the more fun stuff one and I loved it, I laughed even more. And I cried so much again. Such a good movie. My favourite movie of all time",positive,positive
Unbelievable that TASM2 couldÃ??ve been redeemed just by changing ElectroÃ??s design,negative,positive
Sony Pictures Home Entertainment Marvel Entertainment Walt Disney Studios Home Entertainment,neutral,positive
This movie was amazing. It was what my husband and I went to see on our first date,positive,positive
The end of Spider-Man ???,neutral,neutral
it&#39;s been a year and this trailer STILL gets me hyped man,positive,neutral
"At <a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=76"">1:16</a> it says Ã??scooby doo this crapÃ?Ã¹ but in the movie itÃ??s says Ã??scooby doo this sh**Ã?Ã¹",neutral,neutral
I like spiderman but this one was stupid tbh,negative,negative
Scooby Do (Esc?Ãchame),neutral,neutral
This is overrated <br>And now everyone will hate me,negative,negative
Terrible casting of these crap new Spider man movies. No thanks. They suck!,negative,negative
"Dude, I love this movie so much, other than some minor nitpicks and one issue I do have, movie is damn near perfect. And I&#39;m so glad I got to experience this in a theater opening night. This was probably my favorite movie theater experience next to seeing my first solo Batman movie in theaters which was The Batman.",positive,positive
"Bad argument, regular movie... nothing special. Just a film to watch AT HOME, not at cinema paying overrated prices...",negative,negative
Man I just re-watched this and found it even more awesome then in theaters it was so epic man Nothing compared to the hype,positive,positive
"I still remember when this trailer was released 3 years ago, people in the comment section were all making their theory to prove that Andrew Garfield and Tobey Maguire are also in the movie !????Damn it&#39;s already 3 years",neutral,negative
Even today Willem Dafoe&#39;s Green Goblin is as much terrifying as he was back in 2002,negative,negative
"Finale&#39;, 20 years, 8 Film&#39;s and ( May 3, 2002 - April 12, 2022 ), Tomorrow is my Anniversary with 1 year to Wednesday, April 12, 2023.",neutral,neutral
There was just too much going on in this movie. And all of it was for nothing... you&#39;ll know what I mean if you saw the movie. I looked at my fiancâÂ© after this ended and asked &quot;how did this get a 99% on Rotten Tomatoes? Are they paying for reviews now?&quot;,negative,negative
"Anybody here after Spider-Man Across The Spider Verse? <a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=161"">2:41</a>",neutral,neutral
they hid the three spidermen well,neutral,negative
In my early 20 I watch Tobey M as spiderman i the cinema and know 20 years later.....this.<br>Can&#39;t belive I just learn about this movie now ????????????.  <br>Its amazing.,positive,positive
"This sucks... Wtf 3 Spider-Man, on 3 universes this is crap!!.",negative,negative
Bro idk how I knew this trailer came out 2 years ago. Woke up and I was like wasnÃ??t the no way trailer dropped today in 2021. CrazyyyÃ??.. ????????????????,neutral,neutral
1: Ben 10: No Way Home<br>2: Godzilla vs Kong: No Way Home<br>3: My Hero Academia: No Way Home<br>4: Sonic the Hedgehog: No Way Home,neutral,positive
They insult Spider man too much by making three different person,negative,negative
NAH BC THIS LOOKS SICK AND I CANT WATCH IT????,negative,negative
Spider-Man 2 release it,neutral,neutral
can spider man please stop catching his girl falling from a building its getting boring now even my 5 year kid showed me all spider man movies,negative,negative
This movie created more hype than Endgame,positive,positive
Boring as hell,negative,negative
Where the time go...,neutral,neutral
The problem in this movie is the Black women of mit tryin to leave the car  whit the car unlocked and she forgot dat the car has other doors sooo dats wierd,negative,negative
One year of this masterpiece ???Ã,positive,positive
Happy one year,neutral,positive
Re -release superhero movies in india,neutral,neutral
One of the best fucking trailers of all time lmao,positive,positive
Spider man just became  a foolish selfish boy who asked for help from Strange and betrayed him.,negative,negative
"wow, this looks terrible.",negative,positive
Bad movie old spiderman was all better than this,negative,negative
The hype and build up for this movie was insane and broke the internet,positive,negative
What a crap.,negative,negative
Happy one year for no way ???Ã§???Ãª????????..... Can&#39;t believe it&#39;s been 1 year for this amazing moment???Ãª????ÃÃ¨?,positive,positive
Sure this wasn&#39;t made by Disney? What a piece of comedic trash.<br><br>There are no decent producers or directors left!,negative,positive
Will there be next spider man movie tooo .And will mj remember Peter,neutral,neutral
i want this movie once again in theaters,positive,positive
3 Years.....<br>I woke up at 3 AM just to watch this trailer ????,neutral,neutral
I now have some understanding on how it felt to know that Darth Vader is Luke Skywalker&#39;s father while watching the movie. Too bad for most people who will watch this movie for the first time later would most likely know about the spoiler,negative,negative
"In hindsight, its CRAZY how much they spoil in this trailer...",negative,negative
Looks good. But that fake MJ character is awful.,negative,negative
Holy shit!,negative,negative
Love this movie,positive,positive
It&#39;s almost 3 years ago..,neutral,neutral
"How dissapointing was to find out that the made the whole movie arround the trailer, its like seeing an empty sheel trying to fill the void promises of a meh trailer.<br>what a waste of time for a half cooked movie that obviously had to rush out to meet the expected release date.",negative,positive
"The movie was the best, ngl. Thank god a Spider-Man 4 is coming.",positive,positive
This was the shit man I miss the hype,negative,negative
CanÃ??t believe itÃ??s almost 2 years ago just felt like yesterday I remember getting hyped for this movie,positive,positive
They should cast Tobey. Tom Holland sucks,negative,negative
Very horrible movie.....<br>Very very bad,negative,negative
Crazy how I just seen this movie today and I even missed the pre hype to it smh never even seen the trailer until now but definitely top 5,positive,negative
Some people didnÃ??t Experience this on day 1 release with the cinema being hyped to see tobey and Andrew,positive,neutral
Will go down as one of the most iconic movies of all time,positive,neutral
ItÃ??s been one year already ??Ã¹???Ã¹?,neutral,neutral
Im now in 2022 i watched it,neutral,neutral
"Seems corny, I don&#39;t like this Tony Stark butt kissing spiderman",negative,positive
they cut the parts with all three spider-man out,neutral,negative
Terrible only because ZendayaâÃÃ´s in it everything else looks great but why her she doesnâÃÃ´t even fit the bill and sheâÃÃ´s terrible I mean look at it,negative,positive
filme spider-man 3 no way home????,neutral,neutral
"Looking back at this trailer, it looks impossible for him to take on the 3 villains.",neutral,negative
Two years ago today was when I felt the ultimate hype for this movie,positive,neutral
"The story has no logic, three parallel universes, the characters who were killed at the moment before death were transferred through a portal to the same universe, and they have the possibility to repair themselves so that they do not die, if electro transferred at the moment of death and everyone else to that portal, how did gwen die When parallel events occur in similar ways. When The Amazing Spider-Man says: I lost Gwen, that was my M.J. she died 8 years ago. And events are like parallel worlds. This part changes the fate of the people from the previous parts, it changes the story. The best Spiderman was Amazing. Everyone saw that the evil characters died as well as the good ones, doesn&#39;t the fate of the killed people change, if the fight is not over, if it ends in Spiderman no back home, these characters become good, when they return to their parallel worlds and Spiderman there is no risk of fighting them, if norman died in the first part then spiderman 2 and 3 were filmed for no reason. Because the first part is parallel to this universe and Norman was transferred to this universe before his death. Dr. Octivius is looking for P.P. of old because he does not know what happened in the moment before he was submerged, he was transferred to this universe. Where they say the moment the power of the sun was in my palm I was transferred here. In my opinion, you should have corrected the story and continued filming P.P and Gwen. Because it is the best season of all.<br>This Spider-man is not good.",negative,negative
ItÃ??s been exactly 1 year since this trailer ???Ãµ,neutral,neutral
THE WHOLE TEAM IS GRATEFUL TO DR STRANGE TO BE W/ PETER ????,positive,positive
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=88"">1:28</a> from this point onward the Music, The chills of Alfred Molina saying that PeterÃ??s flying into the darkness and William Defoe saying PeterÃ??s name, the Hype, the leaks of soundtrack #19, the Custom trailers and intros made by YouTube to satisfy our hunger for more. The theories on Reddit that we all read. The updates on Twitter that made everyone gasp on the edge of their seats. The memes on Discord that just gave everyone a good laugh. It was as if the entire world was working together to break down everything Marvel threw at us. ItÃ??s all coming back to me ????",positive,positive
Imagine if it was Bully maguire version of Tobey&#39;s(black suit) that was dragged into the verse.<br><br> It would have been diabolical!,neutral,negative
"Srsly guys, im tired of sad endingsï£¿Ã¼Ã²â¢",negative,negative
I am gonna leave this comment for my kids,neutral,negative
"What a crap this film is!! Less action and more useless talking, I&#39;m a fan bu this really disappointed me ...",negative,negative
"Does anyone else think the final battle would have been even more epic if it had been only 1 Spider-Man vs. 4 villains? I mean, the final battle is epic, but it could be even more so if it was like in the comics, a peter against several villains at once.",positive,negative
You know when i was a kid i love reading spider man comics and i realize it will be a movie when 4 years past a movie named amazing spider man im so happy and Hype when i thought i never see them again and this movie Really Makes Me Happy thank you Sony Ã?â ,positive,positive
Overall it&#39;s a perfect masterpiece<br>I was expecting they bring back Harry osborn :),positive,positive
One year ago... One of best superhero movie ???Ã¹,positive,positive
Nooo! He ends up all alone. Poor baby,neutral,negative
One year old now,neutral,neutral
"I hate this movie, this movie is so bad that theyâÃÃ´ve ruined MCU",negative,negative
"Finally watched this &quot;film&quot;.<br>Wow. What a ... &quot;thing&quot; this is, that was made.",positive,positive
Looks incredibly stupid. Another sequel of a sequel of a sequel or a sequelâÃÂ¶âÃÂ¶.,negative,negative
There will never be another spiderman movie as great as this one.,positive,positive
Who is here in 2024. And feel nostalgia.,neutral,neutral
"Here after I watched the movie a day before its actual release... So, I just hate the editing, WE HAVE ANDREW AND TOBEY IN",negative,negative
"One of the worst movies ever, even the cgi is terribile. I&#39;m glad I refuse to see this garbage at the cinema",negative,negative
I watched the movie and now I watch the teailers again and how stupid they are. them laughing at doc ock or mj and strange shitty talk,negative,negative
I wanna experience this in theatres AGAAAAAIIIINNNN,positive,neutral
"Its just a true masterpeice,what a fantastic job done by movie unit,Hats off you guys ????????",positive,positive
Can&#39;t believe this movie is real it&#39;s literally too good to be true,positive,positive
Looks hella boring,negative,negative
"how man, i miss youÃ??",neutral,negative
Next movies:<br>Spider-Man Home Alone<br>Spider-Man Homeward Bound<br>Spider-Man Daylight Come And He Wanna Go Home,neutral,neutral
My prediction 2 years ago was 65 percent right,neutral,neutral
"If you want more hype, Ã??Spider-Man: No Way HomeÃ?Ã¹ makes its network television premiere on January 16th at 7 PM on FX!",positive,positive
This Spiderman is kinda annoying,negative,negative
After almost 2 years i still got massive chills from this trailer,positive,neutral
Why is this back in theaters again?,neutral,neutral
"Doctor Strange: We started getting some visitors... from every universe.??????Ã¨ÃÃ?Ã§Ã??Ã£?Ã¨??????Ã¨ÃÃ?Ã§Ã??Ã£?Ã¨<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=35"">0:35</a>",negative,negative
Damn how has it been a year since this came out,neutral,negative
i feel very bad for the people who&#39;ll die before watching this movie,positive,negative
Imagine Tobey plays the roll of old Spider-Man having the kids with MJ the kids are spider kids,positive,positive
"It&#39;s 2024, I still miss this kind of Marvel hype era bruh",positive,positive
1 year already?!,neutral,neutral
NOTHING will top the hype of this movie not even Avengers,positive,neutral
"I just wanna say, this trailer ruined my life. I was angry. I told myself if they donÃ??t show the other spider men in this trailer, they arenÃ??t in the movie. They werenÃ??t. I was done with it. Then 2 hours later we got the lizard getting punched by air all over the internet ???? GREATEST MOVIE EXPERIENCE IVE EVER HAD",positive,negative
This trailer came out on 11/16 back in 2021. The movie dropped in December and this was the only like legit footage we had for it. God dam the marketing for this was weird.,negative,positive
"I am currently crying so hard right now. This is seriously the most beautiful, well put together story ever. I canÃ??t believe how magical it was <a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=72"">1:12</a>. That part truly made me shed a tear. And especially at <a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=394"">6:34</a> that part was just so truly heart touching words can not describe the series of emotions I felt. I absolutely loved the climax it had insanely excellent detail. Oh and we canÃ??t forget the conclusion. The conclusion was the greatest and saddest conclusion I have ever seen better than any of the books I have read. Thank you so much for creating this absolute masterpiece. This is essentially the most important masterpiece of film history. It is a tragedy that this, it canÃ??t be called a film, but a transcendent emotional experience, will be inaccessible for most. It beautifully encapsulates the human struggle to its basics; suffering, pleasure, faith, despair. It connects with the characters within the viewers, individuals suppressed within our own subconscious. It stays vibrant, fresh, and revolutionizes the art of storytelling and filmmaking while making a damn of statement on what it means to be human. Entertaining, gripping, and simply exhilarating. This might be the most impactful piece of art IÃ??ve come across in my life, and IÃ??m definitely coming back to it in the near future to study it more deeply. this is an absolute masterpiece , I was brought to tears listening to this and seeing the bacon go whirly swirly in a circle countless times. it absolutely moved my soul , and I don&#39;t think I can ever be the same. this bacon has changed my entire mental state , I am now at peace with who I am and what I will be doing later in my life. i have forgiven all my enemies and now I am a man of a pacifist life. I will move on , gotta move on , as the song says. the bacon is so inspirational , it shares it vast wisdom with all of us , and we are all so lucky that it would bestow it&#39;s great words with us. we are all children on bacon. hail bacon. hail bacon. The spinning bacon, rotating in one direction with this music... This made me tear up. How could such a bacon do such a thing? I&#39;m struck by awe by this masterpiece. Especially when the bacon spins, showing its lightly salt covered tan skin. I can hear the crunch just from here, and so as the beautiful sound of the bacon scraping the dark, smooth velvet floor.  The flavor, music and everything can be heard, tasted, seen and felt from a screen. You can really hear the breaths between the music artist, empathizing her love for this rotating bacon. Truly what I call modern art. This was the most legendary performance by any piece of bacon I have ever watched. The acting was top tier and very life changing. This is one of the greatest work from a piece of bacon I have ever seen especially on <a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=3462"">57:42</a>.I am currently crying so hard right now. This is seriously the most beautiful, well put together story ever. I canÃ??t believe how magical it was at <a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=72"">1:12</a>. That part truly made me shed a tear. And especially at <a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=394"">6:34</a> that part was just so truly heart touching words can not describe the series of emotions I felt. I absolutely loved the climax it had insanely excellent detail. Oh and we canÃ??t forget the conclusion. The conclusion was the greatest and saddest conclusion I have ever seen better than any of the books I have read. Thank you so much for creating this absolute masterpiece. This is essentially the most important masterpiece of film history. It is a tragedy that this, it canÃ??t be called a film, but a transcendent emotional experience, will be inaccessible for most. It beautifully encapsulates the human struggle to its basics; suffering, pleasure, faith, despair.  It connects with the characters within the viewers, individuals suppressed within our own subconscious. It stays vibrant, fresh, and revolutionizes the art of storytelling and filmmaking while making a damn of statement on what it means to be human. Entertaining, gripping, and simply exhilarating. This might be the most impactful piece of art IÃ??ve come across in my life, and IÃ??m definitely coming back to it in the near future to study it more deeply. this is an absolute masterpiece , I was brought to tears listening to this and seeing the bacon go whirly swirly in a circle countless times. Tt absolutely moved my soul , and i don&#39;t think I can ever be the same. this bacon has changed my entire mental state , I am now at peace with who I am and what I will be doing later in my life. i have forgiven all my enemies and now I am a man of a pacifist life. I will move on , gotta move on , as the song says. the bacon is so inspirational , it shares it vast wisdom with all of us , and we are all so lucky that it would bestow it&#39;s great words with us. we are all children on bacon. hail bacon. hail bacon. The spinning bacon, rotating in one direction with this music... This made me tear up. How could such a piece of bacon do such a thing? I&#39;m struck by awe by this masterpiece. Especially when the bacon spins, showing its lightly salt covered tan skin. I can hear the crunch just from here, and so as the beautiful sound of the bacon scraping the dark, smooth velvet floor.  The flavor, music and everything can be heard, tasted, seen and felt from a screen. You can really hear the breaths between the music artist, empathizing her love for this rotating bacon. Truly what I call modern art. This was the most legendary performance by any bacon I have ever watched. The acting was top tier and very life changing. This is one of the greatest work from a bacon I have ever seen especially on <a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=1044"">17:24</a>. I am currently crying so hard right now. This is seriously the most beautiful, well put together story ever. I canÃ??t believe how magical it was <a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=72"">1:12</a>. That part truly made me shed a tear. And especially at <a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=394"">6:34</a> that part was just so truly heart touching words can not describe the series of emotions I felt. I absolutely loved the climax it had insanely excellent detail. Oh and we canÃ??t forget the conclusion. The conclusion was the greatest and saddest conclusion I have ever seen better than any of the books I have read. Thank you so much for creating this absolute masterpiece. This is essentially the most important masterpiece of film history. It is a tragedy that this, it canÃ??t be called a film, but a transcendent emotional experience, will be inaccessible for most. It beautifully encapsulates the human struggle to its basics; suffering, pleasure, faith, despair. The work put in to this is incredibly inspiring. The graphics, the animation, the music, so much thought was put into it. This has remined me that you can do anything you put your mind to. Not even mentioning the memories, this makes me feel like an infant again, just laying my eyes on this beautiful masterpiece gives me all the good feelings in life. I also understand what happiness is again from this. Not even to mention the most incredible part that is <a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=130"">2:10</a>. Bacon spinning has changed my life for the better. It connects with the characters within the viewers, individuals suppressed within our own subconscious. It stays vibrant, fresh, and revolutionizes the art of storytelling and filmmaking while making a damn of statement on what it means to be human. Entertaining, gripping, and simply exhilarating. This might be the most impactful piece of art IÃ??ve come across in my life, and IÃ??m definitely coming back to it in the near future to study it more deeply. this is an absolute masterpiece , I was brought to tears listening to this and seeing the bacon go whirly swirly in a circle countless times. it absolutely moved my soul , and I don&#39;t think I can ever be the same. this bacon has changed my entire mental state , I am now at peace with who I am and what I will be doing later in my life. So much great graphic design, so much suspense, so much greatness in this one video. i have forgiven all my enemies and now I am a man of a pacifist life. I will move on , gotta move on , as the song says. the bacon is so inspirational , it shares it vast wisdom with all of us , and we are all so lucky that it would bestow it&#39;s great words with us. we are all children on bacon. hail bacon. hail bacon. The spinning bacon, rotating in one direction with this music... This made me tear up. How could such a bacon do such a thing? I&#39;m struck by awe by this masterpiece. Especially when the bacon spins, showing its lightly salt covered tan skin. I can hear the crunch just from here, and so as the beautiful sound of the bacon scraping the dark, smooth velvet floor.  The flavor, music and everything can be heard, tasted, seen and felt from a screen. You can really hear the breaths between the music artist, empathizing her love for this rotating bacon. Truly what I call modern art. This was the most legendary performance by any bacon I have ever watched. The acting was top tier and very life changing. This is one of the greatest work from a piece of bacon I have ever seen especially on <a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=3462"">57:42</a>. I am crying. This has made me go through an emotional rollercoaster. I cried, beat off, and also watched a movie while watching this premiere. This has made me go through so much. I passed depression because of this. It really inspired me to become an outstanding young man. Thank you.",positive,positive
Boring. Recycled stories,negative,negative
These are so bad,negative,negative
The movie came out 5 months ago but here you are back to relive the hype of this trailer.,positive,neutral
"Sigh you damned people, so immature, hate the story, but the movie is greatï£¿Ã¼Â§Â£",negative,negative
HAPPY 1 YEAR!!!! Of TRAILER 2!,neutral,positive
This movie will be nostalgic when you grown up,positive,neutral
this had to be the best one ????ÃÃ¹?,positive,positive
I hate Tom Holland so much. Bring back Tobey Maguire!,negative,negative
One of the best marketing and trailers I ever seen. Movie was good and the hype was palpable,positive,positive
Man i miss the hype for this it was insane,positive,negative
"Seeing this in theatres was an experience. This trailer was hype, but the film itself surpassed it by leaps and bounds.",positive,neutral
what a movie,positive,neutral
Its been 3 years time flies wheres spider man 4,neutral,neutral
wanna watch it again in the theater plsss.,positive,neutral
Why not stream for a ticket price for those of us who can&#39;t go out due to Covid?,neutral,neutral
So anyone else disappointed not to see paul giamatti&#39;s rhino make the final cut?,negative,negative
Doc Ock getting that Stark Tech treatment?,neutral,neutral
"The âÃÃ²dudeâÃÃ´ joke is so old. Terrible writing, terrible casting! Worst marvel movie, ever!",negative,negative
There&#39;s never gonna be another infinty war craze <br><br>And then they drop this heat.,positive,negative
This movie&#39;s hype will always be next to Endgame,positive,neutral
"&quot;Yeah so just have Jamie Foxx, as Electro, say nothing of value. Tell him to be upset that Peter Parker isn&#39;t black&quot;",neutral,negative
"DREAMing of these comic books, my favorite Comic Book store is Secret Headquarters it makes me yelp",positive,positive
Remember when this trailer broke the internet?,neutral,neutral
Disappointing piece of garbage. Come up with something new and stop the corny puns already.,negative,negative
"after watching the movie, yeah this trailer and all others spoil too much. I miss when trailers and ads didn&#39;t have to ruin surprises and key plot points, its just so anti-cinema culture to give that information in advertisements instead of having a meaningful reveal. Marvels getting worse at movies the more they shill this &quot;expanded universe&quot; crap.",negative,negative
"Doctor: I am giving you a time machine that can be used 2 times 1 go to go to the time you want to go to, and 1 go to get back to this time.<br>Me: I&#39;m going to December 1st<br>Doctor: Why?<br>Me: Spiderman no way home and Christmas????",neutral,positive
I already miss the No Way Home hype in the theaters,positive,negative
Lol if only he just kept his mouth shut. He literally just ignores what Dr. strange is telling him during the spell. Lol,neutral,positive
The hype this movie had????????????????Ã??i remember my friends and i went in for the very first show in the morning in the very day of release,positive,positive
This is boring. Haven&#39;t watched a Spider Man movie since the originals with Tobey Maguire,negative,positive
The rumours of this movie thwt Tobey and Andrew are gonna be in this weÃ??re insane <br>I wish I could go back,neutral,neutral
"To this day 2023 Feb 17 , <br>This was the last hyped Marvel Trailer and The Last Movie that actually delivered the hype it had and what the audience wanted",neutral,positive
The hootings in the halls begins,neutral,neutral
What is the background music name?,neutral,neutral
I think I was more pumped up for this movie then I was 4 endgame or Infinity War,positive,negative
Happy birthday Tom Holland????,neutral,positive
"wow, 1 year and 8 months since the movie came out already",positive,positive
"At <a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=90"">1:30</a> this trailer goes from being fine to being epic",positive,positive
"Wow 2 years ago,time flies man.I remember being so hyped for this movie",positive,positive
What a load of cr@p ????,negative,neutral
"I still shed tears of emotion, watching this trailer",positive,neutral
A bit lazy with the quality of production,negative,negative
HEY SONY PEOPLE <br>Could you please explain to me WHY ???? Ã?? Do you release the 3D Blu-ray version of both Spider-Man: Homecoming &amp; Spider-Man: Far from Home but NO 3D format for Spider-Man: No Way Home ??????<br><br>WHYYYYYY ???????,neutral,neutral
"One of the three best MCU movies in Phase 4 and 5 in my opinion<br>Vol 3, No way home and Wakanda forever",positive,positive
Brilliant marketing. We never knew the other Spidermen were gonna be in this movie! Up until the DAY IT CAME OUT!<br><br>Very impressively done.,positive,positive
TWO YEARSSSS,neutral,neutral
No Way Home &amp; Guardians of the Galaxy vol 3 are the last good Marvel movies.,positive,positive
THANK YOU SPIDER-MAN. YOU SAVED DEADPOOL FROM MEETING DEADPOOL IRL. Thank you so much ant-man we love marvel bejesus. Much love Doodle Deadpool. <br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br>P.S. (Wolverine dies again)<br>Spoiler Alert. Whoops.,positive,positive
this was the last movie i saw in a cinema XD,neutral,positive
This looks like the worst movie ever. Tobey Maguires spiderman is still 100x better,negative,neutral
People should understand that marvel ruined the spiderman character with worst story and graphics. Compare the Tsam 1 and Tasm 2 with Marvel spiderman movies. The graphics are worst ï£¿Ã¼Â§Â¢ï£¿Ã¼Â§Ãï£¿Ã¼Â§Ãï£¿Ã¼Â§Ã.,negative,negative
No Toby ? Spiderman sucks,negative,negative
A great memory as the first Marvel film I have watched in theater... <br>Feels great,positive,positive
Still goosebumps ???Ã¹???Ã¹???Ã¹???Ã¹,positive,neutral
"I just realised, all of this was caused because Tony Stark said &quot;barf&quot;",neutral,neutral
Who do you think the purple is Strange said is coming thru at the end??,neutral,negative
Hype of this film was insane,positive,negative
I believe Peter Parker brought Tony Stark as Evil Doom in the spark dimension in No way home and in the Next coming New Movie of spiderman will gives us spoiler for THE DOOM the movie.,negative,negative
"This movie looks so dumb. Looks like the spiderman version of end game. i don&#39;t know why people watch Marvel movies when they all have the same story and plot all the time. I was forced to watch end game and that was a crap movie and I am sure this one will be another steaming pile of dung. When Hollywood does make a masterpiece like Passengers, people rarely talk about it or even understand the message of the movie. These marvel movies are like pop music. Produced with a formula to sell to the masses and released at times like the summer break or near Christmas so people will go watch it anyways cause they more time on their hands. All right that&#39;s my time...I&#39;m out.",negative,positive
"YaÃ??ll remember when Andrews kick against the Lizard was leaked in the Brazilian version, and everyone was going crazy over the fact that we were getting all of Spider-men??Ã¹?????",positive,negative
&quot;Peter... You&#39;re struggling... To have everything you want... While the world tries to make you choose!&quot;<br>This line haunts me everyday! ???????Ãµ,neutral,negative
Just so annoying that they messed up with the original story. Zendays sucks balls,negative,negative
Ã??With Great Power Comes Great ResponsibilityÃ?Ã¹ - Uncle Ben &amp; Aunt May,positive,positive
Who is here after the movie,neutral,neutral
Is Venom in this trailer?,neutral,neutral
This was the worst Batman movie IâÃÃ´ve ever seen. Shame on you marvel you didnâÃÃ´t even BOTHER to make Batman the main character.,negative,negative
This movie is a easy 100009090900009889685734068525250/10 my favorite movie of the god damn all time.,positive,positive
"Noted. Now, how about beginning.",neutral,neutral
"Because of Brazil, we knew Tobey and Andrew were in this film",neutral,neutral
Umm. So is this a movie trailer or a video game trailer,negative,neutral
If I had to describe NWH in 3 words it would be<br>Ã??Brilliant but lazyÃ?Ã¹,positive,neutral
Favourite movie of all timeÃÃ¹?,positive,neutral
shout out to the editing guy from Sony Brazil who fucked up the CGI and shows Lizard getting kicked mid air by something invisible ????????????,positive,negative
Ask anyone a decade ago that something like this would happen. TheyÃ??d think youÃ??re nuts!,neutral,positive
I wish I could watch this movie for the first time in theaters again,positive,positive
This is best moive of SIPDERMAN,positive,positive
Bestest movie ever created.,positive,positive
I want this time back,neutral,positive
Will always remember this feeling,positive,neutral
"Remember when people were having full blown arguments about whether Toby Maguire and Andrew Garfield were gonna be in this movie, I miss that time",positive,negative
Honestly if i dont see the og Spiderman ill be kinda disappointed,negative,positive
Omg all the theories were so fun we thought the craziest shit would happen and it did,negative,negative
That Was The Best Christmas Ever ÃÃ¹?,positive,positive
this movie cemented my dislike to the Peter Parker that Tom Holland portraits and the MJ in the same universe.<br>I personally prefer the portrayals of Andrew Garfield and Tobey Maguire.,negative,negative
Damn the amount of Respect you could actually feel for TOBEY from Dr.Oct one liner Ã??Youre not Peter Parker!Ã?Ã¹,neutral,positive
Those who are watching in 2024...????ÃÃ¹?,neutral,neutral
This was literally the LAST good thing Marvel did.,positive,positive
Its  so sad... How they threw out andrew and now little tommy is ruining this character. Once i thought andrew can never take toby&#39;s place but seeing Little tommy taking spidy part made me regret it. No offence tom is a great actor but he is not fit for this role. I hope MCU realise their mistake before its too late.,negative,negative
Me too I&#39;m so excited for the movie I get to watch it before it comes out.,positive,positive
Im not a huge Marvel fan but this movie....holy cow ï£¿Ã¼Ã²Â± it was amazing!!!<br>Love how they don&#39;t give everything away in the trailer,negative,positive
They forgot Andrew and tobey,neutral,negative
Are we not going to talk about how useless the lizard dude was,negative,negative
What a shit movie,negative,negative
the hype for this was amazing,positive,positive
Best movie in the MCU ???Ã§,positive,positive
ItÃ??s been 2 yearsÃ??Ã??,neutral,neutral
"looks boring ,another billionth marvel movie i&#39;ve seen. yawn",negative,positive
"I used to be a great fan of spider man movies, that is, of the first three, with tobey macguire. Theses last movies are so bad. They want to be cool, and trendy. Both the movie and the characters are so annoying, wanting to be cool everytime, and they want  to break sipder-man tradition, with all these Leftism/LGBT agenda&#39;s cliches, that it ends so FAKE, and iritating. Thes last spider man remind me those adolecent movies of the 80s, filled with cliches. Now they are packed with 2020&#39;s cliches, like the constant usage of smart phones, and people trying to look cool... they want to give the impression that super heros could be something normal in our society, that it ends sounding so fony... In fact, I cannot watch more than 5 minutes of these new super-heros new films, not even to watch the great special CGI effects... so much money spent in these crappy movies.",negative,positive
Only venom is missing,neutral,negative
Crazy knowing that this movie will be 2years old this year!,neutral,negative
The best movie and hype i ever experienced. Truely this made me so happy.<br><br>I so want to relive that hype. Again. <br><br>Pls god make a better movie than this and make us relive the hype.,positive,positive
